stock_id,超大单,大单,中单,小单
SH603166,1,5,1,0
SH603167,3,0,-1,-1
SH603168,0,-1,4,9
SH603169,-4,-1,0,0
SH603178,0,0,0,0
SH603179,5,2,1,1
SH603186,1,5,5,2
SH603188,1,-6,-4,-2
SH603189,0,-2,-10,5
SH603198,0,-2,14,3
SH603199,0,3,-6,2
SH603203,2,3,-4,-4
SH603208,0,1,3,-1
SH603218,2,3,5,-1
SH603222,0,-1,-1,1
SH603223,0,4,10,-1
SH603228,1,-1,0,3
SH603238,2,4,4,-1
SH603239,-2,-8,-3,-1
SH603258,0,3,4,-4
SH603266,0,-2,-3,-6
SH603288,1,-1,-1,4
SH603298,3,0,7,-1
SH603299,0,10,-3,-2
SH603300,1,3,1,2
SH603303,0,0,0,0
SH603306,0,6,8,-1
SH603308,-4,0,6,3
SH603309,0,1,3,3
SH603311,0,0,5,4
SH603313,0,8,-2,1
SH603315,-2,0,-2,-1
SH603318,0,0,2,3
SH603319,0,6,2,-1
SH603322,1,-7,-3,0
SH603323,1,3,3,2
SH603328,-2,0,-3,2
SH603330,0,0,0,0
SH603333,0,-3,-4,-2
SH603336,0,4,-4,-1
SH603337,1,6,-2,-2
SH603338,0,-2,-7,-2
SH603339,-2,-5,-3,-3
SH603355,0,-8,-2,-1
SH603358,1,-2,1,1
SH603360,-2,-4,4,-1
SH603366,-1,1,0,5
SH603368,0,-2,0,1
SH603369,0,-1,9,1
SH603377,4,-2,-5,-2
SH603385,0,0,0,0
SH603388,0,0,0,0
SH603389,1,-1,2,1
SH603393,0,2,-8,-1
SH603399,-3,1,-1,0
SH603416,0,6,-1,-1
SH603421,0,-1,-5,1
SH603429,2,2,8,2
SH603444,2,4,-3,0
SH603456,1,-1,0,1
SH603508,-1,1,3,4
SH603515,0,0,0,1
SH603517,-3,4,3,1
SH603518,4,5,-3,-3
SH603519,0,0,-3,-3
SH603520,0,5,8,2
SH603528,-2,4,1,-4
SH603556,1,1,-1,0
SH603558,-1,-3,-3,-2
SH603566,-1,5,8,1
SH603567,0,6,5,0
SH603568,0,9,14,-2
SH603569,0,0,0,0
SH603577,2,8,0,-1
SH603578,-4,3,-4,0
SH603579,5,4,1,-1
SH603585,0,6,-2,-1
SH603588,1,4,0,0
SH603589,1,6,3,1
SH603598,0,-1,1,1
SH603599,0,4,-2,7
SH603600,-1,-4,-1,3
SH603601,0,2,9,2
SH603603,0,0,0,0
SH603606,6,-1,-6,-3
SH603609,0,4,3,4
SH603611,0,0,7,0
SH603615,3,9,3,-2
SH603616,0,0,0,0
SH603618,0,2,-3,0
SH603626,4,-1,0,0
SH603628,-1,-3,-2,-3
SH603630,4,3,-1,-1
SH603633,0,-2,-5,2
SH603636,10,12,0,1
SH603637,1,1,5,-2
SH603638,0,9,2,-2
SH603639,0,2,1,2
SH603656,-4,-1,0,0
SH603658,0,1,4,2
SH603660,0,-5,4,-1
SH603663,0,1,3,3
SH603665,1,-4,5,-3
SH603667,1,2,-4,-2
SH603668,0,1,-2,-2
SH603669,0,-1,3,-3
SH603677,2,-2,-4,3
SH603678,0,1,1,-9
SH603686,1,5,-7,-2
SH603688,0,7,5,-1
SH603689,0,-6,-2,1
SH603690,-1,2,-2,-2
SH603696,1,1,-4,-1
SH603698,2,2,6,-3
SH603699,-1,0,4,-2
SH603701,0,5,11,5
SH603703,-1,6,-10,2
SH603708,0,-1,-7,-1
SH603716,0,1,-3,1
SH603717,0,0,0,0
SH603718,1,6,2,0
SH603726,0,3,8,-4
SH603727,0,-3,2,2
SH603729,-1,2,-1,6
SH603737,0,2,0,-1
SH603738,0,4,2,-3
SH603766,-1,-1,-1,4
SH603768,3,1,1,2
SH603777,1,-4,-3,1
SH603778,0,0,0,0
SH603779,-1,4,-2,-2
SH603788,0,5,5,7
SH603789,0,0,8,3
SH603798,0,-1,1,1
SH603799,11,3,2,-1
SH603800,3,3,-1,0
SH603806,1,-1,3,4
SH603808,1,2,16,2
SH603811,2,10,-2,1
SH603816,0,-1,3,-1
SH603817,0,-4,-5,0
SH603818,1,6,-7,-3
SH603819,1,4,3,3
SH603822,0,0,0,0
SH603823,-1,-2,3,1
SH603828,1,7,-2,-1
SH603833,0,0,0,0
SH603838,3,0,-4,2
SH603839,2,-2,4,1
SH603843,-1,-6,-4,2
SH603858,0,4,4,1
SH603859,2,7,4,0
SH603861,0,4,8,1
SH603866,-1,-4,-9,1
SH603868,-1,11,8,1
SH603869,2,4,-9,-4
SH603877,0,-1,-5,-1
SH603878,2,4,0,1
SH603881,0,1,3,-1
SH603883,-1,-3,-2,-3
SH603885,0,0,12,-3
SH603886,2,-3,-5,-1
SH603887,0,1,5,-3
SH603888,12,0,-1,0
SH603889,1,4,-8,0
SH603898,0,4,-5,0
SH603899,0,4,-8,-5
SH603900,1,2,0,0
SH603901,-1,-1,-3,0
SH603903,0,0,0,0
SH603908,0,-1,-3,1
SH603909,0,4,-4,-5
SH603918,1,8,-4,4
SH603919,0,1,1,-9
SH603928,0,2,1,-2
SH603929,1,7,-2,-1
SH603936,0,-1,7,-1
SH603939,0,0,2,-3
SH603955,-2,-1,8,0
SH603958,3,7,6,-3
SH603959,0,4,1,0
SH603960,1,4,-1,1
SH603966,1,5,5,0
SH603968,0,7,-6,1
SH603969,0,0,0,0
SH603977,0,7,0,2
SH603979,5,11,4,3
SH603986,-1,-4,6,2
SH603987,0,2,-4,-1
SH603988,0,2,1,0
SH603989,1,2,-3,1
SH603990,0,2,0,-3
SH603991,2,5,0,0
SH603993,0,0,0,0
SH603996,0,2,0,1
SH603997,-7,-11,-1,0
SH603998,1,3,1,-4
SH603999,0,5,-2,4
SZ000001,3,1,-4,-2
SZ000002,19,0,1,0
SZ000005,0,-1,3,0
SZ000006,1,14,3,0
SZ000008,0,2,0,2
SZ000009,2,-3,-2,-3
SZ000010,-1,8,2,-1
SZ000011,-1,-3,6,0
SZ000012,-1,2,-2,-3
SZ000014,0,4,-1,1
SZ000016,1,-5,-8,0
SZ000017,0,-2,3,-3
SZ000018,-2,1,-4,0
SZ000019,-2,-2,-1,1
SZ000020,2,1,-2,-5
SZ000021,0,-2,5,-1
SZ000022,1,2,5,0
SZ000023,0,1,4,-1
SZ000025,0,1,-3,-2
SZ000026,-2,3,-4,-1
SZ000027,1,10,-3,2
SZ000028,0,-2,6,2
SZ000030,0,1,-3,-2
SZ000031,1,2,0,1
SZ000035,0,9,-1,2
SZ000036,1,0,-1,-6
SZ000037,0,-5,-1,-3
SZ000038,0,4,8,2
SZ000039,1,7,6,0
SZ000040,3,5,-2,0
SZ000043,2,7,0,1
SZ000045,2,0,-3,-1
SZ000046,0,4,-5,-1
SZ000048,0,1,5,2
SZ000049,-4,3,0,0
SZ000050,4,6,-2,0
SZ000055,2,10,1,1
SZ000056,0,-1,2,-4
SZ000058,0,2,0,0
SZ000059,4,-1,2,0
SZ000060,7,6,2,1
SZ000061,0,1,-17,0
SZ000062,1,2,-2,0
SZ000063,4,-9,1,0
SZ000065,7,6,3,0
SZ000066,1,-2,2,1
SZ000068,0,2,2,4
SZ000069,0,4,-2,2
SZ000070,0,2,0,-2
SZ000078,0,5,3,2
SZ000088,1,-5,3,1
SZ000089,-1,3,3,1
SZ000090,1,5,4,-4
SZ000096,0,-2,3,-3
SZ000099,0,0,3,-1
SZ000100,0,0,-1,-1
SZ000150,0,1,5,-2
SZ000151,-4,4,0,0
SZ000156,0,0,-3,5
SZ000157,10,6,4,0
SZ000158,0,0,0,0
SZ000159,-3,-6,3,2
SZ000166,-2,6,-3,-1
SZ000333,2,-1,1,0
SZ000338,5,1,-2,0
SZ000400,5,-3,2,0
SZ000401,0,0,0,0
SZ000402,3,3,-2,0
SZ000403,0,-5,-3,-2
SZ000404,0,14,4,0
SZ000407,0,7,1,0
SZ000408,-1,0,-1,3
SZ000409,0,-2,6,2
SZ000410,0,1,1,0
SZ000411,0,1,-3,2
SZ000413,0,0,-1,-1
SZ000415,4,3,8,1
SZ000416,0,-1,-9,-4
SZ000417,-1,-6,-4,-1
SZ000418,0,-5,3,0
SZ000419,0,-1,-5,-2
SZ000420,-5,-7,7,1
SZ000421,0,-3,-8,-1
SZ000422,-2,8,-3,-1
SZ000423,-1,3,2,0
SZ000425,-1,-5,-4,-2
SZ000426,0,0,1,3
SZ000428,0,11,4,1
SZ000429,-1,-5,0,-4
SZ000430,0,5,9,4
SZ000488,-3,-4,-2,-1
SZ000498,0,1,-1,0
SZ000501,0,-1,3,2
SZ000502,0,7,3,-2
SZ000503,1,-6,-4,-1
SZ000504,0,1,-3,-3
SZ000505,2,4,3,0
SZ000506,1,1,-4,0
SZ000507,-2,-1,0,0
SZ000509,-1,-3,-5,-5
SZ000510,-1,-3,-8,2
SZ000511,0,-8,-5,1
SZ000513,5,9,4,0
SZ000514,-1,-4,1,0
SZ000517,0,-5,-2,3
SZ000518,0,0,5,-1
SZ000519,3,2,-1,0
SZ000520,-1,10,3,2
SZ000521,0,4,7,-3
SZ000523,0,2,1,-5
SZ000524,0,-6,1,1
SZ000525,2,0,-3,-3
SZ000528,-1,5,5,-1
SZ000529,0,-1,2,1
SZ000530,1,-2,0,1
SZ000531,-1,1,1,7
SZ000532,0,7,0,1
SZ000533,1,-2,1,0
SZ000536,0,4,2,-2
SZ000537,-1,-1,4,0
SZ000538,11,7,0,0
SZ000539,-3,-6,0,-3
SZ000540,-1,6,-1,0
SZ000541,-1,-7,1,-3
SZ000543,0,-3,-4,3
SZ000544,1,0,0,-1
SZ000545,-1,-9,-4,3
SZ000546,-2,-3,1,0
SZ000547,0,1,-5,2
SZ000548,1,-6,-2,-3
SZ000550,-1,-1,2,-2
SZ000551,0,0,0,-2
SZ000552,0,1,14,3
SZ000553,0,-1,6,1
SZ000554,4,0,-1,-1
SZ000555,0,-1,-8,-1
SZ000557,1,6,-2,0
SZ000559,0,2,4,4
SZ000560,-3,-2,-1,2
SZ000561,-1,-2,-1,2
SZ000563,1,0,-2,1
SZ000564,0,-4,2,2
SZ000565,4,1,3,-2
SZ000566,2,-4,0,3
SZ000567,0,0,-1,-5
SZ000568,-7,-6,-1,0
SZ000570,0,2,5,1
SZ000571,1,0,7,4
SZ000572,0,4,-3,1
SZ000573,0,-2,-1,-3
SZ000576,4,5,-2,2
SZ000581,0,-5,-1,0
SZ000582,-1,-5,-2,2
SZ000584,1,-1,3,1
SZ000585,0,-5,-1,1
SZ000586,0,4,-2,4
SZ000587,0,2,2,2
SZ000589,0,2,3,-1
SZ000590,0,-2,-1,-1
SZ000591,0,-4,-4,0
SZ000592,-3,-2,1,0
SZ000593,2,-2,-3,-3
SZ000595,0,0,0,0
SZ000596,-1,1,8,-1
SZ000597,5,-1,0,0
SZ000598,-2,-1,-4,-1
SZ000599,0,-3,3,0
SZ000600,0,0,0,0
SZ000601,0,8,3,1
SZ000603,-2,-3,0,1
SZ000605,0,0,0,0
SZ000606,1,13,1,-1
SZ000607,0,5,-1,0
SZ000608,0,-1,3,0
SZ000609,2,5,-1,-2
SZ000610,3,3,-1,-1
SZ000612,0,2,3,3
SZ000615,0,0,0,0
SZ000616,0,-1,-7,-2
SZ000617,-1,3,-2,2
SZ000619,0,3,1,2
SZ000620,0,0,0,0
SZ000622,0,-2,-3,2
SZ000623,-1,-7,1,1
SZ000625,-1,5,-2,-2
SZ000626,1,0,3,0
SZ000627,1,-2,-4,1
SZ000628,0,-2,0,3
SZ000629,-1,-6,6,-1
SZ000630,-1,-1,-3,1
SZ000631,0,0,-13,3
SZ000632,0,0,-7,-3
SZ000633,0,-3,-2,3
SZ000635,3,2,-4,1
SZ000636,1,-2,1,0
SZ000637,0,-1,4,2
SZ000638,0,0,0,0
SZ000639,1,-8,-5,0
SZ000650,1,2,2,1
SZ000651,-4,1,-3,0
SZ000652,-2,-3,1,0
SZ000655,0,-2,-2,2
SZ000656,0,-4,0,2
SZ000657,2,-7,0,-1
SZ000659,1,7,0,4
SZ000661,0,-2,3,1
SZ000662,0,2,-7,-3
SZ000663,0,-3,-3,2
SZ000665,0,2,3,2
SZ000666,3,1,5,2
SZ000667,-1,0,-4,-1
SZ000668,0,1,8,0
SZ000669,-2,-6,-2,0
SZ000670,-2,-6,1,1
SZ000671,1,8,8,3
SZ000672,-5,-8,-1,-1
SZ000676,5,5,2,-1
SZ000677,0,-3,3,-2
SZ000678,0,-1,-7,-2
SZ000679,0,1,-4,1
SZ000680,-6,3,2,-1
SZ000681,0,-2,-6,-4
SZ000683,2,4,8,2
SZ000685,1,4,1,0
SZ000686,8,5,-1,0
SZ000687,0,0,0,0
SZ000688,0,6,-3,1
SZ000690,-1,-5,6,0
SZ000691,0,2,0,-2
SZ000692,0,0,7,-3
SZ000695,0,8,16,0
SZ000698,2,-4,-8,-2
SZ000700,0,4,3,3
SZ000701,-1,8,4,1
SZ000702,2,-1,4,2
SZ000703,0,-2,-1,-1
SZ000705,0,-1,5,4
SZ000707,1,1,1,5
SZ000708,1,-1,8,-2
SZ000709,0,0,0,0
SZ000710,0,-8,1,-2
SZ000711,0,2,-1,0
SZ000712,8,0,0,0
SZ000713,0,-2,7,3
SZ000715,0,0,-3,5
SZ000717,1,1,1,-1
SZ000718,0,6,1,-1
SZ000719,1,7,12,2
SZ000720,1,2,1,5
SZ000721,1,-2,2,1
SZ000722,3,-2,2,-1
SZ000725,-8,-7,-1,0
SZ000726,4,-2,-4,0
SZ000727,-2,-2,-6,0
SZ000728,-3,0,-1,0
SZ000729,0,8,-5,-1
SZ000731,0,-2,-7,1
SZ000732,0,5,-1,2
SZ000735,0,1,-2,3
SZ000736,-1,-6,2,0
SZ000737,0,-2,-5,-3
SZ000738,4,4,-3,-1
SZ000739,0,4,2,0
SZ000750,5,6,3,1
SZ000751,0,-1,-3,0
SZ000752,-1,1,-1,0
SZ000753,3,-9,-1,-2
SZ000756,-1,5,4,1
SZ000757,2,-2,0,2
SZ000758,-10,-4,-1,1
SZ000759,1,10,4,-3
SZ000760,0,-3,-3,-2
SZ000761,0,9,7,0
SZ000762,-1,1,0,0
SZ000766,2,-1,1,-6
SZ000767,-1,-1,4,0
SZ000768,1,1,2,-1
SZ000776,1,0,-2,1
SZ000777,1,-6,2,-1
SZ000778,0,0,0,0
SZ000779,0,4,10,2
SZ000780,2,0,8,0
SZ000782,2,3,-2,1
SZ000783,2,6,-4,-2
SZ000785,0,1,5,-2
SZ000786,0,0,0,0
SZ000788,0,4,4,-6
SZ000789,0,1,-2,1
SZ000790,0,-4,-7,-4
SZ000791,0,-7,2,1
SZ000792,0,2,0,-2
SZ000793,13,0,1,0
SZ000795,0,3,-3,-2
SZ000796,0,-2,1,-3
SZ000797,4,-1,4,-1
SZ000798,2,0,-5,1
SZ000799,-1,0,1,-2
SZ000800,1,7,-2,0
SZ000801,0,5,3,2
SZ000802,0,0,3,1
SZ000806,1,-2,-4,3
SZ000807,-3,-6,2,1
SZ000809,1,7,-1,-1
SZ000810,0,-2,-6,8
SZ000811,-2,-4,-2,0
SZ000812,3,0,-1,0
SZ000813,0,-1,8,-1
SZ000815,0,5,-1,-4
SZ000816,0,3,-1,-2
SZ000818,0,-7,2,1
SZ000819,0,-2,1,4
SZ000820,-2,-11,-1,0
SZ000822,0,0,-5,3
SZ000823,6,1,5,0
SZ000825,3,2,2,1
SZ000826,2,3,-4,-2
SZ000828,4,-2,-3,1
SZ000830,0,4,1,-1
SZ000831,-4,4,3,-3
SZ000833,0,-3,-4,5
SZ000835,0,5,0,-1
SZ000836,2,0,-5,-1
SZ000837,-3,-2,2,1
SZ000838,0,-4,9,1
SZ000839,-1,6,1,0
SZ000848,0,2,0,0
SZ000850,3,1,6,1
SZ000851,1,2,0,1
SZ000852,-1,7,2,-1
SZ000856,0,0,0,0
SZ000858,-2,-4,0,-2
SZ000859,1,-1,-3,1
SZ000860,1,1,-2,0
SZ000861,0,4,12,2
SZ000863,0,-1,-6,1
SZ000868,0,-2,10,6
SZ000869,0,1,-3,0
SZ000875,-1,-3,2,2
SZ000876,0,-1,2,3
SZ000877,2,1,1,0
SZ000878,0,-6,0,0
SZ000880,2,3,5,0
SZ000881,-2,-5,1,2
SZ000882,1,2,0,1
SZ000883,-3,-16,1,2
SZ000885,0,0,0,0
SZ000886,1,-2,-2,-3
SZ000887,1,-6,-1,0
SZ000888,3,2,4,-1
SZ000889,3,4,0,-1
SZ000890,0,5,0,3
SZ000892,3,11,2,0
SZ000893,4,3,-2,1
SZ000895,-5,-13,0,0
SZ000897,0,0,0,0
SZ000898,6,0,1,1
SZ000899,1,6,2,1
SZ000900,3,14,0,1
SZ000901,0,6,3,1
SZ000902,0,3,4,2
SZ000903,-1,2,0,-3
SZ000905,-3,-2,-1,0
SZ000906,-2,0,3,-4
SZ000908,0,1,-2,5
SZ000909,0,-2,-2,-6
SZ000910,2,2,1,-5
SZ000911,0,6,-1,-3
SZ000913,0,5,-2,-2
SZ000915,1,8,4,-3
SZ000917,0,-3,-2,1
SZ000918,0,-2,4,4
SZ000919,0,3,3,0
SZ000920,0,3,3,-4
SZ000921,-2,3,5,2
SZ000923,0,0,0,0
SZ000925,0,4,-5,-1
SZ000926,1,-2,1,0
SZ000927,0,-4,-2,0
SZ000928,3,6,-2,1
SZ000929,0,2,-2,0
SZ000930,-1,-2,2,0
SZ000931,0,-1,-1,-2
SZ000932,1,4,0,5
SZ000933,1,4,1,-1
SZ000936,0,1,6,-1
SZ000937,0,0,0,0
SZ000939,0,-1,8,2
SZ000948,0,3,-2,-1
SZ000949,1,3,0,0
SZ000950,0,2,4,-3
SZ000951,1,3,3,-3
SZ000952,0,0,-1,3
SZ000955,-1,1,0,5
SZ000957,6,1,0,1
SZ000958,0,0,0,0
SZ000959,0,0,0,0
SZ000960,2,9,-2,3
SZ000961,-5,0,3,0
SZ000962,0,-2,4,2
SZ000963,0,2,3,-1
SZ000965,0,0,0,0
SZ000966,4,-3,3,0
SZ000967,1,-4,-2,-3
SZ000968,0,0,0,0
SZ000969,0,5,-4,-1
SZ000970,5,-6,-4,1
SZ000971,0,-4,-2,2
SZ000972,0,-2,0,-2
SZ000973,2,-1,1,2
SZ000975,-1,-1,-1,1
SZ000976,2,4,3,-1
SZ000977,3,4,5,-2
SZ000978,1,6,-2,-3
SZ000980,5,-6,0,1
SZ000983,-4,-5,1,0
SZ000985,0,0,2,8
SZ000987,0,1,8,1
SZ000988,-1,4,1,2
SZ000989,0,2,1,5
SZ000990,0,-1,-2,-2
SZ000993,0,-2,4,0
SZ000995,2,2,0,4
SZ000996,0,1,5,0
SZ000997,-2,1,3,0
SZ000998,0,-2,-4,0
SZ000999,0,2,3,1
SZ001696,2,-5,0,-1
SZ001896,-3,-7,-2,0
SZ001979,1,-2,1,-2
SZ002001,3,0,5,2
SZ002002,8,0,0,-2
SZ002003,0,1,-5,0
SZ002004,0,0,-1,-1
SZ002005,0,13,0,-3
SZ002006,0,2,9,7
SZ002007,1,1,-3,3
SZ002008,7,-6,1,-1
SZ002009,0,3,-4,3
SZ002010,0,1,-8,-1
SZ002011,2,2,1,-1
SZ002012,0,-3,-5,-1
SZ002013,0,-4,3,-1
SZ002014,0,-2,4,-4
SZ002015,0,2,5,1
SZ002016,1,-9,2,2
SZ002017,0,2,8,2
SZ002018,-2,-9,-5,0
SZ002019,0,4,2,0
SZ002020,-3,-2,-6,1
SZ002021,0,0,2,-5
SZ002022,0,4,4,2
SZ002023,1,0,-1,-4
SZ002024,2,2,4,1
SZ002026,0,0,-2,-6
SZ002027,0,1,1,2
SZ002028,-1,-4,-2,-1
SZ002029,0,-4,5,1
SZ002030,1,8,-2,1
SZ002031,1,2,-4,3
SZ002032,1,-4,10,-1
SZ002033,4,3,-2,-1
SZ002034,0,-3,3,3
SZ002035,-1,1,2,-1
SZ002036,1,-1,-4,-2
SZ002037,0,3,3,2
SZ002038,-1,10,9,1
SZ002039,0,-3,-2,6
SZ002040,1,1,-2,0
SZ002041,0,-2,4,0
SZ002042,1,0,-3,-2
SZ002043,3,5,3,0
SZ002044,5,-2,3,2
SZ002045,8,6,3,3
SZ002046,5,5,-2,-2
SZ002047,1,-3,1,-1
SZ002048,-2,-5,6,1
SZ002052,1,2,5,0
SZ002053,1,-6,-8,3
SZ002054,2,3,-5,0
SZ002055,1,0,0,-1
SZ002056,-3,5,-3,1
SZ002057,1,-3,6,-6
SZ002058,0,0,-5,-3
SZ002059,0,1,-2,1
SZ002060,-2,0,-4,0
SZ002062,1,1,3,-3
SZ002063,0,4,0,1
SZ002064,0,-4,1,1
SZ002065,-1,1,1,1
SZ002066,-2,-6,1,1
SZ002067,0,5,0,1
SZ002068,4,2,4,2
SZ002069,0,-4,-2,-2
SZ002070,2,3,-5,0
SZ002071,0,2,5,1
SZ002073,-6,0,1,1
SZ002074,14,-3,1,0
SZ002077,0,-1,-4,-3
SZ002078,3,-7,5,1
SZ002079,0,-2,-2,-4
SZ002080,2,-3,2,-1
SZ002081,2,5,4,-1
SZ002083,0,5,1,2
SZ002084,0,-1,-3,-4
SZ002085,-2,-5,-6,4
SZ002086,1,-2,-2,0
SZ002087,-2,-3,5,2
SZ002088,1,3,3,3
SZ002089,-1,0,0,1
SZ002090,0,1,5,0
SZ002091,0,4,-5,-1
SZ002092,-4,2,0,0
SZ002093,0,2,0,2
SZ002094,4,-2,7,1
SZ002095,0,1,4,7
SZ002096,1,-1,2,6
SZ002097,1,-5,-3,3
SZ002098,-1,-5,0,-4
SZ002099,0,-4,-4,2
SZ002100,0,4,2,0
SZ002101,0,2,13,-1
SZ002102,2,2,0,2
SZ002103,-1,4,2,-1
SZ002104,1,-2,-2,-1
SZ002105,2,2,0,0
SZ002106,4,10,3,-1
SZ002107,0,-6,-3,-3
SZ002108,0,0,0,0
SZ002109,1,1,-2,0
SZ002110,-1,1,0,0
SZ002111,0,-6,-1,-3
SZ002112,0,-1,1,1
SZ002114,0,2,-13,1
SZ002116,3,1,1,3
SZ002117,-1,5,4,4
SZ002118,3,1,12,6
SZ002119,0,6,8,-2
SZ002120,0,4,2,0
SZ002122,-1,-5,-6,2
SZ002123,0,1,2,3
SZ002124,0,-6,1,-3
SZ002125,0,-3,-5,2
SZ002126,0,2,3,1
SZ002127,1,-4,-3,-2
SZ002130,0,6,0,0
SZ002131,-1,0,-1,2
SZ002133,0,3,6,-1
SZ002135,0,0,-9,-1
SZ002136,-2,-1,-8,3
SZ002137,0,1,8,-3
SZ002138,1,-2,0,1
SZ002139,0,-1,-12,-1
SZ002140,2,6,-2,0
SZ002141,1,5,1,3
SZ002142,1,8,4,-1
SZ002143,-4,-7,2,0
SZ002144,0,0,6,7
SZ002145,-1,-6,-2,3
SZ002146,0,0,0,0
SZ002147,0,6,4,0
SZ002148,1,-1,-2,0
SZ002149,0,-5,0,-1
SZ002150,0,2,-7,-5
SZ002151,2,9,2,-2
SZ002152,1,5,1,-1
SZ002153,0,1,1,-5
SZ002154,1,0,-3,0
SZ002155,1,-4,2,-1
SZ002156,0,-2,-2,1
SZ002157,0,-3,-3,0
SZ002158,0,0,0,0
SZ002159,0,0,4,2
SZ002160,0,-14,-7,1
SZ002161,0,0,3,1
SZ002163,-5,-2,-3,0
SZ002164,3,-5,-1,-1
SZ002165,-1,0,0,2
SZ002166,0,1,1,0
SZ002167,1,3,-2,-2
SZ002169,1,0,3,0
SZ002170,0,0,4,4
SZ002171,2,2,7,3
SZ002172,0,-1,-6,5
SZ002173,0,2,-7,7
SZ002174,-2,-6,1,3
SZ002176,-3,-1,1,1
SZ002177,-1,2,3,-2
SZ002178,0,-2,3,-3
SZ002179,1,8,7,-1
SZ002180,0,-2,-8,0
SZ002181,0,-4,-5,-3
SZ002182,1,8,2,-3
SZ002183,-3,-2,4,1
SZ002184,0,2,-5,-2
SZ002185,8,-7,-1,0
SZ002186,1,4,8,1
SZ002187,0,3,2,7
SZ002188,0,-2,-7,-4
SZ002189,0,-2,4,2
SZ002190,0,7,-3,1
SZ002191,0,11,7,0
SZ002192,-3,-5,0,-2
SZ002194,0,1,-1,-6
SZ002195,-1,2,-2,3
SZ002196,6,6,2,0
SZ002197,0,6,4,3
SZ002198,-1,0,6,7
SZ002199,4,8,-3,1
SZ002200,1,16,0,1
SZ002201,0,-1,-1,2
SZ002202,-1,4,5,0
SZ002203,8,1,2,-1
SZ002204,-1,2,2,0
SZ002205,1,9,4,0
SZ002206,0,-8,-4,2
SZ002207,0,-1,-3,0
SZ002208,0,-4,2,0
SZ002209,0,0,-3,-3
SZ002210,0,2,6,0
SZ002211,0,-4,0,0
SZ002212,1,0,-3,-3
SZ002213,0,1,8,3
SZ002214,-3,-5,0,-2
SZ002215,-1,2,3,2
SZ002216,0,-2,7,5
SZ002217,-2,-5,-6,1
SZ002218,0,-1,-5,0
SZ002219,0,0,-3,0
SZ002220,0,-8,-4,4
SZ002221,2,-1,-2,-3
SZ002222,10,5,3,0
SZ002223,0,2,3,0
SZ002224,1,2,3,-2
SZ002225,0,1,5,1
SZ002226,-1,-4,-4,1
SZ002227,0,0,6,0
SZ002228,0,-1,1,1
SZ002229,2,-2,-6,2
SZ002230,-6,-5,0,0
SZ002231,-1,-2,5,3
SZ002232,0,1,1,-2
SZ002233,-1,1,-1,1
SZ002234,0,-1,-5,2
SZ002235,1,-10,1,0
SZ002236,-1,-4,-3,2
SZ002237,0,11,-4,-1
SZ002239,0,5,-1,0
SZ002240,0,0,0,2
SZ002241,2,0,-1,-1
SZ002242,-3,-2,-2,-1
SZ002243,1,5,3,3
SZ002244,-2,7,2,1
SZ002245,1,8,0,-3
SZ002246,3,-1,-2,0
SZ002247,0,2,-2,-2
SZ002249,1,5,3,3
SZ002250,0,1,-3,2
SZ002251,1,2,0,-1
SZ002252,0,-2,1,-1
SZ002253,4,-1,1,0
SZ002254,3,-5,-1,-1
SZ002256,0,8,1,3
SZ002258,-2,3,0,0
SZ002259,0,0,7,-2
SZ002261,1,6,0,1
SZ002262,-2,-7,-4,1
SZ002263,3,-2,-1,2
SZ002264,0,0,0,4
SZ002265,-1,-9,1,3
SZ002266,1,-3,-5,1
SZ002267,0,4,2,-2
SZ002268,2,1,7,0
SZ002269,1,7,4,-2
SZ002271,2,7,3,0
SZ002272,0,-6,-3,1
SZ002273,0,-3,-5,0
SZ002274,0,0,-1,1
SZ002275,0,-1,0,3
SZ002276,2,-2,-2,2
SZ002277,-2,-2,1,-1
SZ002278,4,0,2,-1
SZ002279,3,5,4,0
SZ002281,0,-3,-6,-1
SZ002283,0,-3,-5,-2
SZ002284,2,-3,4,-1
SZ002285,4,2,2,0
SZ002286,0,-1,-10,3
SZ002287,-1,-6,-5,0
SZ002288,0,-2,-2,6
SZ002289,0,-1,-6,0
SZ002290,0,4,0,-3
SZ002291,2,4,2,1
SZ002292,1,-2,-1,0
SZ002293,0,0,3,3
SZ002294,-4,-5,4,1
SZ002295,-1,-3,-6,0
SZ002296,0,2,-3,3
SZ002297,8,-5,0,1
SZ002298,0,1,1,2
SZ002300,-5,0,0,1
SZ002301,0,2,6,2
SZ002302,-1,1,0,1
SZ002303,0,3,-4,-1
SZ002304,1,8,3,2
SZ002305,6,5,3,0
SZ002306,0,6,9,2
SZ002307,4,-3,2,-1
SZ002308,0,1,2,1
SZ002309,0,-2,-3,-1
SZ002310,0,0,0,0
SZ002311,0,-7,-2,-1
SZ002313,0,3,0,2
SZ002314,0,-5,5,2
SZ002315,0,-2,0,-2
SZ002317,2,2,3,-1
SZ002318,-1,2,9,0
SZ002319,0,4,6,4
SZ002320,1,9,6,-2
SZ002321,2,-5,-2,1
SZ002322,1,6,3,-2
SZ002323,0,-10,3,-1
SZ002324,0,-4,-4,1
SZ002325,2,3,-6,-1
SZ002326,0,2,4,-2
SZ002327,0,0,-6,-2
SZ002328,0,8,7,1
SZ002329,0,-10,-2,2
SZ002330,-1,7,-1,3
