stock_id,超大单,大单,中单,小单
SZ002331,0,1,0,3
SZ002332,0,1,2,1
SZ002333,1,5,1,-3
SZ002334,1,6,2,-1
SZ002335,0,2,0,0
SZ002336,0,0,4,-2
SZ002337,1,4,4,1
SZ002338,1,10,1,-2
SZ002339,-1,-4,0,1
SZ002340,2,1,-2,1
SZ002341,-2,-1,-2,-3
SZ002342,0,0,0,0
SZ002343,0,3,5,3
SZ002344,0,2,2,0
SZ002345,1,-2,3,-2
SZ002346,-3,5,0,0
SZ002347,0,2,-1,-3
SZ002348,3,-5,3,1
SZ002349,1,-5,-4,-2
SZ002350,0,-1,-7,4
SZ002351,-1,-1,-1,1
SZ002352,-5,-3,-2,-2
SZ002353,-2,6,2,2
SZ002354,-1,2,-1,0
SZ002355,1,6,-1,4
SZ002356,-1,-3,0,2
SZ002357,0,1,0,-1
SZ002358,7,6,1,0
SZ002359,2,-6,0,0
SZ002360,0,1,-1,0
SZ002361,2,-5,-4,-1
SZ002362,0,2,-5,1
SZ002363,0,0,3,1
SZ002364,0,-7,1,4
SZ002365,0,6,10,4
SZ002366,2,4,6,0
SZ002367,1,-1,-3,1
SZ002368,0,4,0,0
SZ002369,0,1,-1,2
SZ002370,0,3,2,-3
SZ002371,0,2,-3,1
SZ002372,-2,-1,-2,1
SZ002373,0,3,1,-2
SZ002374,1,6,-1,0
SZ002375,6,-2,5,1
SZ002376,3,-7,2,0
SZ002377,2,12,3,1
SZ002378,1,-5,-8,-2
SZ002380,0,-1,1,2
SZ002381,-1,-5,1,1
SZ002382,0,1,0,-1
SZ002383,2,6,-3,0
SZ002384,3,-1,1,-1
SZ002385,0,-1,9,0
SZ002386,0,4,-4,1
SZ002387,0,0,0,0
SZ002388,2,0,0,0
SZ002389,-1,-1,0,0
SZ002390,-4,-5,-4,-1
SZ002391,0,1,-4,-3
SZ002392,0,0,0,0
SZ002393,1,-5,5,1
SZ002394,0,-1,6,-1
SZ002395,0,4,-1,-3
SZ002396,0,0,-8,-2
SZ002397,0,6,-4,2
SZ002398,-2,2,-3,0
SZ002399,1,4,3,0
SZ002401,0,4,-1,-1
SZ002402,-1,2,2,1
SZ002403,0,-2,5,1
SZ002404,0,3,7,-2
SZ002405,-1,2,3,0
SZ002406,0,-6,4,0
SZ002407,6,-1,1,0
SZ002408,0,6,3,1
SZ002409,1,0,-6,4
SZ002410,0,3,0,3
SZ002411,1,-1,-4,-2
SZ002412,0,0,1,-3
SZ002413,0,3,-1,2
SZ002414,0,9,6,1
SZ002415,-2,-6,-2,0
SZ002416,0,6,3,3
SZ002419,0,-1,-3,-4
SZ002420,0,-1,-7,0
SZ002421,0,-4,0,-1
SZ002422,4,2,6,0
SZ002423,0,-2,1,5
SZ002424,0,0,-11,-5
SZ002425,-1,-5,-2,0
SZ002427,0,3,0,-1
SZ002428,1,-4,4,2
SZ002429,1,7,2,-2
SZ002430,2,-1,2,1
SZ002431,0,0,0,0
SZ002432,0,-2,9,-1
SZ002433,6,0,-1,3
SZ002434,0,-7,5,0
SZ002435,0,0,10,1
SZ002436,0,0,-1,-1
SZ002437,4,2,8,-1
SZ002438,0,0,-11,-10
SZ002439,0,-4,-5,3
SZ002440,1,3,0,0
SZ002441,0,3,0,-4
SZ002442,0,5,2,-3
SZ002444,-1,-6,0,0
SZ002445,-1,2,0,-1
SZ002446,0,3,1,0
SZ002447,6,-1,4,1
SZ002448,0,-4,-2,-4
SZ002449,1,4,10,1
SZ002450,-8,-2,-1,1
SZ002451,0,-4,2,-2
SZ002452,1,3,7,5
SZ002453,0,6,-2,0
SZ002454,0,2,-1,7
SZ002455,0,1,0,2
SZ002456,2,0,-2,2
SZ002457,0,0,0,0
SZ002458,0,8,2,-1
SZ002459,0,0,0,1
SZ002460,7,4,1,0
SZ002461,4,8,-1,0
SZ002462,0,0,-5,-7
SZ002463,1,1,3,0
SZ002465,1,1,-2,3
SZ002466,5,-1,1,-5
SZ002467,0,1,-6,4
SZ002468,-1,4,1,1
SZ002469,1,-3,-1,2
SZ002470,2,9,8,-2
SZ002471,0,-1,-9,-3
SZ002472,0,-1,5,6
SZ002473,0,-4,-5,-1
SZ002474,1,1,0,4
SZ002475,8,6,-4,0
SZ002476,0,-7,-4,-1
SZ002477,0,0,0,0
SZ002478,0,-1,4,-1
SZ002479,1,2,0,1
SZ002480,0,0,-5,3
SZ002481,0,6,4,2
SZ002482,6,3,0,1
SZ002483,3,-4,-1,0
SZ002484,0,-1,1,-2
SZ002485,-3,-4,-9,1
SZ002487,0,4,3,5
SZ002488,1,3,1,-1
SZ002489,-3,1,-1,0
SZ002490,1,5,2,0
SZ002491,1,5,7,3
SZ002492,1,-2,2,2
SZ002493,0,5,3,2
SZ002494,0,0,0,0
SZ002495,0,0,4,0
SZ002496,2,-3,4,1
SZ002497,0,0,0,0
SZ002498,0,1,2,-3
SZ002499,0,6,4,4
SZ002500,5,0,-3,0
SZ002501,3,-8,-1,0
SZ002502,-2,0,9,-1
SZ002503,5,2,0,1
SZ002504,0,0,0,0
SZ002506,1,2,1,0
SZ002507,2,4,8,0
SZ002508,2,-3,-3,2
SZ002510,0,0,0,0
SZ002511,0,-4,-3,-7
SZ002512,2,3,2,-1
SZ002514,0,-1,10,5
SZ002515,-4,0,-1,-1
SZ002516,-4,-2,-2,1
SZ002517,0,4,11,7
SZ002518,2,2,2,4
SZ002519,0,4,0,0
SZ002520,0,1,-1,-4
SZ002521,6,0,-5,1
SZ002522,-1,0,9,2
SZ002523,0,-1,-8,-5
SZ002524,2,6,2,-2
SZ002526,-1,-1,0,0
SZ002527,0,5,0,0
SZ002528,0,4,4,2
SZ002529,0,0,2,8
SZ002530,0,1,-3,2
SZ002531,-1,-2,0,3
SZ002532,-3,2,6,0
SZ002533,0,1,-2,7
SZ002534,-1,2,1,-2
SZ002535,0,6,-4,0
SZ002536,0,1,3,2
SZ002537,0,3,1,0
SZ002538,0,-11,-2,1
SZ002539,2,0,0,-6
SZ002540,0,0,-1,-5
SZ002541,0,4,0,1
SZ002542,0,0,0,0
SZ002543,0,-5,2,0
SZ002544,0,-7,-4,0
SZ002545,-1,0,-7,7
SZ002546,0,3,5,4
SZ002548,0,4,13,-1
SZ002549,-2,-6,-4,-1
SZ002550,1,-1,2,-4
SZ002551,0,-11,0,-1
SZ002552,1,4,0,1
SZ002554,0,6,4,-6
SZ002555,2,1,-3,2
SZ002556,0,2,-1,-1
SZ002557,2,1,-3,-4
SZ002558,0,3,-1,0
SZ002559,0,0,2,2
SZ002560,2,-5,2,0
SZ002561,0,0,-6,2
SZ002562,1,-1,3,1
SZ002563,3,1,-8,-2
SZ002564,8,-2,-3,-1
SZ002565,0,3,-4,0
SZ002566,0,4,1,-3
SZ002567,-2,-3,-4,-1
SZ002568,0,0,-6,0
SZ002569,2,-3,-3,1
SZ002570,1,1,1,1
SZ002571,1,6,4,-1
SZ002572,0,-2,-9,6
SZ002573,0,-3,-2,1
SZ002574,0,3,0,-1
SZ002577,-1,-1,-3,1
SZ002579,0,-1,0,-3
SZ002580,0,-2,3,6
SZ002581,0,3,0,-1
SZ002582,-1,2,6,3
SZ002583,-5,-3,-5,1
SZ002584,0,3,1,-2
SZ002585,0,3,-1,3
SZ002586,-1,5,2,-5
SZ002587,0,2,-3,-1
SZ002588,-1,-5,-3,3
SZ002589,-1,-5,-1,1
SZ002590,3,4,-2,-1
SZ002591,0,-2,-8,0
SZ002592,0,0,7,-2
SZ002593,0,0,-8,4
SZ002594,0,-2,2,2
SZ002595,-1,2,0,1
SZ002596,0,1,3,0
SZ002597,3,2,-1,-1
SZ002598,0,11,9,2
SZ002599,0,-1,-1,8
SZ002601,5,-4,-2,1
SZ002602,4,5,3,-1
SZ002603,-3,4,-1,0
SZ002604,0,4,0,0
SZ002605,0,-3,-4,1
SZ002607,-1,2,-10,1
SZ002609,0,-2,-4,-8
SZ002610,1,14,2,1
SZ002611,3,5,-3,-3
SZ002612,0,0,5,3
SZ002613,0,-3,-1,-6
SZ002614,0,0,-6,0
SZ002615,0,0,1,-1
SZ002616,0,0,0,0
SZ002617,1,6,4,3
SZ002618,0,0,0,0
SZ002619,1,4,3,-2
SZ002620,0,0,0,0
SZ002621,0,-2,1,5
SZ002622,0,-3,3,0
SZ002624,0,-4,2,-8
SZ002625,0,0,5,-1
SZ002626,0,-1,-4,3
SZ002627,0,2,8,8
SZ002628,2,5,6,-5
SZ002629,-2,0,5,-1
SZ002630,3,-1,0,0
SZ002631,1,4,2,-3
SZ002632,0,-3,-7,2
SZ002633,0,10,1,-2
SZ002634,2,6,-2,1
SZ002635,-2,-6,-4,0
SZ002636,0,6,-5,-1
SZ002637,-1,-3,8,4
SZ002639,0,-2,0,0
SZ002641,0,1,6,7
SZ002642,6,4,-4,-2
SZ002643,0,2,2,-2
SZ002644,0,3,10,0
SZ002645,0,-4,-5,-1
SZ002646,1,-1,6,-2
SZ002647,0,0,-5,-10
SZ002648,0,4,-1,5
SZ002649,0,2,2,0
SZ002650,0,5,-5,2
SZ002651,0,-1,-2,0
SZ002653,0,2,2,2
SZ002654,0,0,-3,1
SZ002656,0,6,-1,-5
SZ002657,-1,3,-2,0
SZ002658,1,4,3,0
SZ002659,1,7,0,-2
SZ002660,3,0,1,1
SZ002661,1,1,8,-2
SZ002662,1,11,4,0
SZ002663,-1,-7,2,2
SZ002665,0,3,-2,-1
SZ002666,0,1,-5,2
SZ002667,0,-5,-2,3
SZ002668,1,7,2,-4
SZ002669,0,0,-1,4
SZ002670,0,0,-1,1
SZ002671,-2,2,-3,-1
SZ002672,1,1,-1,1
SZ002674,0,-1,-1,-1
SZ002676,0,5,3,4
SZ002677,1,5,0,4
SZ002678,2,2,1,1
SZ002679,1,3,-4,0
SZ002680,0,10,10,2
SZ002682,0,2,-8,-6
SZ002683,-2,4,1,0
SZ002684,0,7,3,1
SZ002686,3,10,1,0
SZ002687,0,8,5,5
SZ002688,0,1,0,3
SZ002689,2,5,3,0
SZ002690,1,7,3,1
SZ002691,0,0,0,0
SZ002692,0,0,0,3
SZ002693,0,2,-1,5
SZ002694,0,0,-12,-4
SZ002695,0,-8,-2,0
SZ002696,0,-2,3,1
SZ002697,2,4,1,-2
SZ002698,0,-2,0,-2
SZ002700,0,1,-3,0
SZ002701,0,7,8,1
SZ002702,0,0,4,-4
SZ002703,0,-8,0,0
SZ002705,2,5,0,1
SZ002706,1,2,1,-5
SZ002707,1,0,4,1
SZ002708,0,5,-1,0
SZ002709,1,-3,-1,-2
SZ002711,2,0,-2,0
SZ002712,0,9,2,2
SZ002713,0,-4,-1,-1
SZ002714,0,4,3,-3
SZ002715,0,5,10,1
SZ002716,1,6,-1,2
SZ002718,0,-2,-3,7
SZ002719,0,1,-5,3
SZ002722,-1,-3,-2,-2
SZ002723,0,-1,0,-3
SZ002725,0,-1,-1,-3
SZ002726,0,0,-2,0
SZ002727,0,1,1,0
SZ002728,-1,-2,-2,1
SZ002729,0,-1,-1,9
SZ002730,0,-5,2,-3
SZ002731,0,1,3,3
SZ002732,-1,1,2,1
SZ002733,0,0,-3,5
SZ002734,-1,-5,-6,5
SZ002736,4,7,10,1
SZ002737,0,1,0,1
SZ002738,0,1,-3,0
SZ002739,5,4,0,1
SZ002741,-1,-3,-4,-5
SZ002742,1,0,-1,-2
SZ002743,1,1,3,-2
SZ002746,0,-6,-1,3
SZ002748,0,-6,2,0
SZ002749,0,-2,-4,-3
SZ002750,0,0,7,-3
SZ002751,0,8,-7,-3
SZ002752,0,-1,5,0
SZ002753,0,0,4,6
SZ002755,3,4,3,-2
SZ002756,0,3,9,5
SZ002757,1,6,-2,6
SZ002758,0,-2,0,0
SZ002759,2,10,-5,-1
SZ002760,0,5,0,-4
SZ002761,0,-3,2,1
SZ002762,4,-2,0,-2
SZ002763,0,0,3,-3
SZ002765,1,-7,4,2
SZ002766,0,-2,-13,-1
SZ002767,-1,-4,-3,-2
SZ002768,0,1,-9,0
SZ002769,0,-4,-3,-1
SZ002770,0,0,-4,1
SZ002771,0,1,2,-3
SZ002772,3,0,-7,0
SZ002773,0,-2,2,-7
SZ002774,0,0,0,0
SZ002775,2,5,12,1
SZ002776,-2,-5,-8,1
SZ002777,-1,-5,-3,0
SZ002778,1,10,12,1
SZ002779,1,4,0,-1
SZ002780,0,0,3,1
SZ002781,-1,1,-1,-1
SZ002782,3,-4,-4,1
SZ002783,-3,-1,0,2
SZ002785,0,-5,0,-1
SZ002786,5,2,-4,1
SZ002788,0,3,4,-1
SZ002789,0,3,-4,6
SZ002790,0,1,5,-4
SZ002791,1,3,2,2
SZ002792,-1,-1,6,1
SZ002793,2,1,5,0
SZ002795,1,0,-2,0
SZ002796,0,3,7,4
SZ002797,4,-3,-3,0
SZ002798,-1,-3,-1,2
SZ002799,3,3,1,-1
SZ002800,0,1,-1,12
SZ002801,1,3,8,3
SZ002802,3,3,-2,0
SZ002805,0,-3,-2,-1
SZ002806,1,-5,0,-2
SZ002807,-1,-1,-2,0
SZ002808,0,2,-7,2
SZ002809,-1,-1,2,1
SZ002810,4,-3,2,-1
SZ002811,-1,-3,-2,4
SZ002815,0,1,1,0
SZ002817,0,3,-2,3
SZ002818,0,4,4,-2
SZ002819,6,1,-2,1
SZ002820,1,-2,-5,4
SZ002821,0,7,0,3
SZ002822,0,-1,2,-1
SZ002823,0,-1,-4,3
SZ002824,0,-1,0,4
SZ002825,1,3,2,1
SZ002826,0,-4,2,0
SZ002827,0,2,-5,1
SZ002828,0,-1,-3,0
SZ002829,1,1,2,0
SZ002830,3,-4,-4,1
SZ002831,0,-4,-1,-1
SZ002832,1,-4,-3,0
SZ002833,4,2,0,0
SZ002835,0,0,1,0
SZ002836,3,8,-4,-1
SZ002837,0,3,-2,5
SZ002838,0,-2,6,-3
SZ002839,6,0,0,0
SZ002840,-1,-1,-1,-1
SZ002841,1,1,2,2
SZ002842,1,7,3,0
SZ002843,2,-6,4,1
SZ002845,1,-6,7,1
SZ002846,3,8,2,-1
SZ002847,1,-5,1,3
SZ002848,3,1,1,-1
SZ002849,-1,7,4,4
SZ002850,-3,-1,2,0
SZ002851,4,-1,4,1
SZ002852,1,9,0,0
SZ002855,0,0,0,0
SZ002856,-3,1,-2,3
SZ002857,0,0,0,0
SZ002858,0,0,0,0
SZ300001,0,0,3,4
SZ300002,1,7,3,2
SZ300003,-1,-4,-2,1
SZ300004,0,-1,8,-5
SZ300005,0,5,2,-4
SZ300006,1,2,2,5
SZ300007,0,-7,-7,-1
SZ300008,-6,3,5,1
SZ300009,3,2,3,-1
SZ300010,0,2,-1,0
SZ300011,1,3,1,-1
SZ300012,1,-4,-8,-4
SZ300013,0,6,2,0
SZ300014,3,-1,-2,1
SZ300015,-1,-4,7,2
SZ300016,0,-1,-7,-5
SZ300017,-4,3,1,1
SZ300018,0,-2,0,3
SZ300019,0,6,2,1
SZ300020,1,-2,-2,2
SZ300021,1,6,2,-2
SZ300022,0,6,0,0
SZ300023,0,-1,2,-1
SZ300024,-3,3,-1,0
SZ300026,1,10,4,2
SZ300027,1,-6,-7,-1
SZ300028,-1,5,3,-2
SZ300029,0,2,9,3
SZ300030,1,6,2,0
SZ300031,0,0,-7,-1
SZ300032,0,7,3,1
SZ300033,1,6,1,-1
SZ300034,-1,-8,-8,0
SZ300035,0,0,-1,4
SZ300036,-1,-5,-6,-3
SZ300037,1,-3,-5,2
SZ300038,-1,1,2,2
SZ300039,1,4,3,1
SZ300040,0,0,8,-1
SZ300041,-1,2,12,4
SZ300042,-2,-2,-4,-3
SZ300043,1,7,3,2
SZ300044,0,0,0,0
SZ300045,0,-3,-2,-1
SZ300046,0,6,-1,3
SZ300047,0,1,2,3
SZ300048,-2,10,1,2
SZ300049,0,-2,-2,-1
SZ300050,0,1,-4,2
SZ300052,1,2,1,2
SZ300053,-1,-2,0,1
SZ300054,-2,-6,-3,-2
SZ300055,5,6,-5,2
SZ300056,2,-1,5,-1
SZ300058,0,-7,0,3
SZ300059,2,-5,-1,-1
SZ300061,0,-2,5,-1
SZ300062,0,0,5,-2
SZ300063,1,4,2,-2
SZ300064,-1,-8,0,-1
SZ300066,0,4,7,-6
SZ300067,0,3,0,1
SZ300069,0,2,1,-5
SZ300070,7,1,0,0
SZ300071,0,-2,9,-3
SZ300072,2,5,-1,-1
SZ300073,2,3,1,0
SZ300074,0,-4,-1,2
SZ300075,0,0,0,0
SZ300076,0,-1,-1,1
SZ300077,-1,5,-1,3
SZ300078,5,0,-3,2
SZ300079,0,-4,3,-4
SZ300080,0,-3,-2,-2
SZ300081,0,0,0,0
SZ300083,2,-1,-3,-2
SZ300084,1,-3,-3,0
SZ300085,0,2,-2,1
SZ300086,0,2,-1,5
SZ300087,0,8,5,-8
SZ300089,0,5,-9,0
SZ300090,1,-5,-1,2
SZ300091,0,6,-3,1
SZ300092,1,1,-1,1
SZ300093,1,-2,4,0
SZ300094,1,2,4,0
SZ300095,0,7,5,4
SZ300096,8,1,-7,-1
SZ300097,0,-1,4,-3
SZ300098,-1,-6,-7,0
SZ300099,-3,-7,0,-1
SZ300101,1,1,-1,2
SZ300102,0,8,1,0
SZ300103,-1,-6,0,-3
SZ300104,4,0,0,-1
SZ300105,0,-1,-2,0
SZ300106,0,-4,-5,-1
SZ300107,0,0,0,0
SZ300108,0,2,-4,0
SZ300110,0,7,1,0
SZ300111,0,8,10,8
SZ300112,0,7,-4,-6
SZ300113,2,0,4,0
SZ300114,1,-1,-1,0
SZ300115,1,-2,-4,-1
SZ300116,2,2,4,3
SZ300117,0,0,0,0
SZ300118,-1,-3,4,2
SZ300119,0,-3,0,-5
SZ300120,1,0,2,3
SZ300121,0,1,12,-2
SZ300122,-3,-2,-4,1
SZ300123,0,-7,3,-1
SZ300124,0,4,-4,1
SZ300125,0,0,11,-1
SZ300126,0,5,4,-2
SZ300127,-1,-2,8,0
SZ300128,2,5,6,1
SZ300129,0,1,1,0
SZ300130,-1,-1,1,-3
SZ300131,0,13,0,4
SZ300132,0,2,6,-2
SZ300133,-1,1,7,-2
SZ300135,-2,-3,0,2
SZ300136,6,-1,2,-1
SZ300137,0,0,0,0
SZ300138,0,-1,-1,2
SZ300139,-4,-2,-8,-3
SZ300140,0,2,-1,2
SZ300141,0,-1,4,-1
SZ300142,1,-2,-3,1
SZ300143,0,1,-5,-1
SZ300144,3,3,1,0
SZ300145,-2,3,5,0
SZ300146,-1,2,3,4
SZ300147,1,2,-3,-1
SZ300150,0,-2,-1,-4
SZ300151,2,-3,4,0
SZ300152,0,0,2,4
SZ300153,0,-1,-1,3
SZ300154,0,0,-3,-1
SZ300155,0,-3,1,4
SZ300156,2,-5,-1,1
SZ300157,2,2,7,0
SZ300158,0,-2,-1,1
SZ300159,-4,1,-2,0
SZ300160,0,3,6,0
SZ300161,-2,1,-2,-1
SZ300162,0,2,3,4
SZ300163,0,0,-2,0
SZ300164,-1,1,8,0
SZ300165,-1,-4,0,3
SZ300166,0,2,-3,-2
SZ300167,1,3,2,-4
SZ300168,-1,-4,1,5
SZ300169,0,11,7,5
SZ300170,0,3,-6,1
SZ300171,0,3,1,7
SZ300172,1,1,-1,0
SZ300173,0,-1,3,5
SZ300174,0,-1,-2,3
SZ300175,0,2,-1,0
SZ300176,2,1,2,-1
SZ300177,0,4,1,1
SZ300178,-1,2,-1,0
SZ300179,0,3,7,-1
SZ300180,0,-1,2,-1
SZ300181,0,1,6,-2
SZ300182,0,-3,-10,-2
SZ300183,0,-2,7,-1
SZ300184,0,3,-2,5
SZ300185,1,-1,1,2
SZ300187,1,7,1,-2
SZ300188,-1,3,7,-1
SZ300189,0,4,-2,-1
SZ300190,0,-1,1,0
SZ300191,1,1,1,-2
SZ300193,0,3,5,5
SZ300194,2,0,1,-2
SZ300195,0,-1,3,11
SZ300196,-1,-6,0,-1
SZ300197,0,0,0,0
SZ300198,3,1,3,0
SZ300199,0,-3,1,1
SZ300200,0,2,7,3
SZ300202,-2,-2,2,0
SZ300203,8,12,-1,-1
SZ300204,0,-1,4,-1
SZ300205,0,-1,6,3
SZ300206,0,-2,-1,-1
SZ300207,0,-2,-1,-2
SZ300208,-1,10,-2,4
SZ300210,1,0,-7,-2
SZ300211,0,1,5,2
SZ300213,0,3,2,3
SZ300214,0,1,5,6
SZ300215,1,1,7,0
SZ300216,0,5,5,-2
SZ300217,0,-5,-9,-11
SZ300218,0,0,-5,-2
SZ300219,1,4,3,3
SZ300220,0,3,13,3
SZ300221,0,4,-2,-3
SZ300222,4,-2,-3,1
SZ300224,0,-1,6,8
SZ300225,0,-1,1,-3
SZ300226,0,-2,0,0
SZ300227,0,-5,-8,3
SZ300228,2,2,1,0
SZ300229,0,0,0,-2
SZ300230,1,1,-1,3
SZ300231,-2,-1,-2,1
SZ300232,0,10,0,1
SZ300233,0,-1,-1,-3
SZ300234,0,2,0,6
SZ300236,-1,-3,-5,-4
SZ300237,6,4,0,1
SZ300238,7,6,1,-2
SZ300239,0,4,-2,1
SZ300240,0,0,1,-3
SZ300241,-1,2,7,3
SZ300242,0,7,4,4
SZ300243,0,2,1,1
SZ300244,-2,-6,2,0
SZ300245,0,3,4,-1
SZ300246,0,-2,3,2
SZ300247,0,2,10,-2
SZ300248,0,-2,-3,3
SZ300249,0,-3,-3,6
SZ300250,0,9,7,-2
SZ300251,1,-1,-1,0
SZ300252,0,4,-1,0
SZ300253,0,-1,0,-1
SZ300254,0,0,-9,-1
SZ300255,5,5,3,0
SZ300256,1,0,-1,3
SZ300257,5,0,4,4
SZ300258,2,4,1,-2
SZ300259,0,-2,-7,-4
SZ300260,0,-1,-3,3
SZ300261,0,0,4,8
SZ300262,0,-3,3,1
SZ300263,0,-2,7,1
SZ300264,0,3,8,3
SZ300265,0,0,-3,-7
SZ300267,0,0,-5,-2
SZ300269,-1,-1,2,-3
SZ300270,0,0,-3,-5
SZ300272,0,1,3,-5
SZ300273,0,2,2,-1
SZ300274,0,1,13,0
SZ300275,1,8,-1,0
SZ300276,-1,0,1,1
SZ300277,0,0,-1,-3
SZ300278,-1,-1,-4,-2
SZ300279,0,-2,-1,1
SZ300280,0,0,-3,0
SZ300281,0,-3,7,3
SZ300282,1,4,5,-1
SZ300283,0,1,-1,4
SZ300284,0,3,1,3
SZ300285,-1,-4,-12,-3
SZ300286,-1,3,4,-1
SZ300287,-1,-1,-1,2
SZ300288,2,5,-1,1
SZ300289,0,-1,-7,-3
SZ300290,0,2,5,-2
SZ300291,1,-2,2,-3
SZ300292,0,-4,1,1
SZ300293,0,0,1,-7
SZ300294,0,-1,-7,-1
SZ300295,1,1,-2,2
SZ300296,0,-11,1,-2
SZ300297,0,-1,-8,-1
SZ300298,0,-1,-1,5
SZ300299,4,3,2,0
SZ300300,0,-3,0,0
SZ300301,0,3,3,4
SZ300302,0,3,9,0
SZ300303,1,2,3,1
SZ300304,-2,-2,0,1
SZ300305,0,2,-1,2
SZ300306,1,7,9,-1
SZ300307,0,-2,3,2
SZ300308,1,15,1,1
SZ300310,0,6,-2,-1
SZ300311,4,8,-2,-1
SZ300312,-1,-4,1,3
SZ300313,0,8,3,-6
SZ300314,0,0,-3,-1
SZ300316,0,3,-2,1
SZ300317,-1,-5,1,-4
SZ300318,0,0,10,3
SZ300319,3,0,-4,1
SZ300321,0,3,10,9
SZ300323,2,4,-3,-3
SZ300324,0,-1,-2,-3
SZ300325,1,0,1,-1
SZ300326,0,1,7,-2
SZ300327,0,5,5,2
SZ300328,0,-1,-6,-5
SZ300329,0,3,-2,1
SZ300330,0,2,11,-1
SZ300331,2,-5,-1,1
SZ300332,1,-5,3,0
SZ300333,0,0,0,1
SZ300335,0,1,4,1
SZ300336,0,2,0,-6
SZ300337,0,-3,2,-3
SZ300338,0,-4,-2,-3
SZ300339,0,-2,9,1
SZ300340,-2,1,-3,-3
SZ300341,0,0,3,-10
SZ300342,4,0,-4,-1
SZ300343,1,1,1,0
SZ300344,0,0,0,0
SZ300345,0,5,1,-5
SZ300346,0,-6,-3,-4
SZ300347,-2,-2,1,-3
SZ300348,1,0,-3,-1
SZ300349,1,-1,-3,2
SZ300350,0,4,5,2
SZ300351,0,4,5,-3
SZ300352,-2,0,-9,0
SZ300353,0,-7,-10,2
SZ300354,0,1,-1,5
SZ300355,8,1,-1,0
SZ300356,1,4,0,3
SZ300357,0,-3,-15,2
SZ300358,0,1,1,-7
SZ300359,1,0,-2,-2
SZ300360,0,0,1,-1
SZ300362,1,3,2,0
SZ300363,0,1,4,10
SZ300365,0,-10,-8,-1
SZ300366,1,3,4,-1
SZ300368,0,0,0,0
SZ300369,2,-2,0,2
SZ300370,0,2,3,-3
SZ300371,0,0,0,0
SZ300373,1,5,1,3
SZ300374,0,0,0,0
SZ300375,0,3,-7,-3
SZ300376,2,-1,-2,0
SZ300377,0,-3,-1,-1
SZ300378,0,-1,-6,1
SZ300379,-2,-3,-2,-1
SZ300380,0,0,-3,1
SZ300381,0,1,-2,2
SZ300382,0,-2,-1,0
SZ300383,1,1,-2,-1
SZ300384,0,-1,-1,10
SZ300385,-1,-1,-4,0
SZ300386,1,2,-3,3
SZ300387,0,-4,0,1
SZ300388,0,0,2,-3
SZ300389,0,2,2,-2
SZ300390,0,0,-3,1
SZ300391,0,-3,3,2
SZ300393,0,5,4,-5
SZ300394,0,1,0,6
SZ300395,0,2,2,-2
SZ300396,0,1,-12,-3
SZ300397,-1,-5,2,-3
SZ300398,-4,1,1,-1
SZ300399,0,-3,2,4
SZ300400,0,0,-2,6
SZ300401,-1,7,2,2
SZ300402,0,-4,3,-2
SZ300403,0,-2,-7,2
SZ300404,0,4,1,-3
SZ300405,0,5,1,2
SZ300406,0,0,4,2
SZ300407,1,-4,3,9
SZ300408,5,7,-2,3
SZ300409,0,5,4,0
SZ300410,1,-1,2,6
SZ300411,-1,2,3,-6
SZ300412,0,1,8,5
SZ300414,0,2,7,3
SZ300415,1,6,3,-7
SZ300416,0,-2,-1,0
SZ300417,2,-5,-4,1
SZ300418,-1,-10,0,-2
SZ300419,0,-3,1,4
SZ300420,-3,-4,-4,-2
SZ300421,0,1,2,2
SZ300422,1,6,1,0
SZ300424,-1,-2,-1,-1
SZ300425,0,7,-2,0
SZ300426,-2,-14,1,-4
SZ300427,-1,-3,4,-1
SZ300428,0,0,0,0
SZ300429,0,-1,2,-2
SZ300430,2,-1,2,-4
SZ300431,0,-8,0,1
SZ300432,1,-5,2,-1
SZ300433,3,0,0,1
SZ300434,0,2,-2,0
SZ300435,0,0,-1,5
SZ300436,0,5,-4,-3
SZ300437,0,2,14,6
SZ300438,0,7,2,0
SZ300439,0,-1,-2,-4
SZ300441,0,2,3,-1
SZ300442,0,1,4,3
SZ300443,0,-6,3,1
SZ300444,0,6,0,-1
SZ300445,0,-2,-3,3
SZ300446,0,0,0,0
SZ300447,1,6,5,1
SZ300448,0,2,0,4
SZ300449,0,2,5,2
SZ300450,3,0,-4,0
SZ300451,0,4,-7,-4
SZ300452,0,-1,-7,1
SZ300453,0,3,1,0
SZ300455,0,-1,-2,1
SZ300456,0,-3,0,6
SZ300457,2,7,-1,-1
SZ300458,0,7,0,-2
SZ300459,1,-2,2,-2
SZ300460,1,8,6,-4
SZ300461,1,6,3,-2
SZ300462,-1,3,2,2
SZ300463,0,-1,-3,2
SZ300464,0,1,2,10
SZ300466,2,-5,-3,2
SZ300468,0,0,1,0
SZ300470,0,2,3,6
SZ300471,1,-5,-4,1
SZ300473,0,-1,1,-2
SZ300474,0,3,6,-1
SZ300476,2,3,-4,0
SZ300477,0,0,4,1
SZ300480,0,4,-1,-1
SZ300481,1,2,2,4
SZ300482,1,5,2,-2
SZ300483,0,-2,9,5
SZ300484,0,10,5,0
SZ300485,0,0,6,-6
SZ300487,1,-2,0,1
SZ300488,1,-1,-4,-1
SZ300489,0,0,-4,1
